Gene symbol,Count All BIOGRID Interactions,Gene name,Relation to ALS,Count Left Interactions,Count Right Interactions
SPICE1,3.0,,,3.0,0.0
CHGB,3.0,chromogranin B,Tenuous,0.0,3.0
CHFR,3.0,,,0.0,3.0
CHERP,3.0,,,1.0,2.0
IARS2,3.0,,,1.0,2.0
SAMM50,3.0,,,2.0,1.0
BIRC2,3.0,,,2.0,1.0
MSI2,3.0,,,0.0,3.0
SAR1A,3.0,,,0.0,3.0
SARNP,3.0,,,1.0,2.0
MRRF,3.0,,,2.0,1.0
WDR83,3.0,,,2.0,1.0
MRPS34,3.0,,,0.0,3.0
IFIT2,3.0,,,3.0,0.0
KCNA5,3.0,,,0.0,3.0
IFNA8,3.0,,,3.0,0.0
BLOC1S6,3.0,,,2.0,1.0
IFT74,3.0,,,2.0,1.0
MRPL57,3.0,,,0.0,3.0
CHCHD3,3.0,,,0.0,3.0
IGFBP6,3.0,,,1.0,2.0
MRPL44,3.0,,,0.0,3.0
IGLC1,3.0,,,2.0,1.0
IGSF8,3.0,,,3.0,0.0
MRPL37,3.0,,,0.0,3.0
IKBIP,3.0,,,2.0,1.0
SCCPDH,3.0,,,2.0,1.0
MRPL32,3.0,,,1.0,2.0
MRPL3,3.0,,,0.0,3.0
HUS1,3.0,,,1.0,2.0
MTCH1,3.0,,,2.0,1.0
MTERF3,3.0,,,1.0,2.0
OTULIN,3.0,,,2.0,1.0
HOTAIR,3.0,,,0.0,3.0
MYL12A,3.0,,,0.0,3.0
BCAT1,3.0,,,2.0,1.0
SREK1,3.0,,,2.0,1.0
SREBF2,3.0,,,1.0,2.0
HR,3.0,,,0.0,3.0
TXNRD1,3.0,,,1.0,2.0
MYEF2,3.0,,,2.0,1.0
BCKDHB,3.0,,,2.0,1.0
WNK1,3.0,,,0.0,3.0
HS2ST1,3.0,,,2.0,1.0
BCL11A,3.0,,,0.0,3.0
CIRBP,3.0,,,0.0,3.0
U2SURP,3.0,,,0.0,3.0
RXRG,3.0,,,0.0,3.0
RYK,3.0,,,2.0,1.0
BCL6B,3.0,,,2.0,1.0
UACA,3.0,,,1.0,2.0
UBA2,3.0,,,2.0,1.0
UBA5,3.0,,,1.0,2.0
SPPL2B,3.0,,,2.0,1.0
S100A9,3.0,,,0.0,3.0
HSPA2,3.0,,,1.0,2.0
MTPN,3.0,,,1.0,2.0
MTNR1B,3.0,,,3.0,0.0
MTNR1A,3.0,,,3.0,0.0
UBASH3B,3.0,,,3.0,0.0
CHMP2B,3.0,charged multivesicular body protein 2B,Moderate evidence,1.0,2.0
SPN,3.0,,,2.0,1.0
BMPR1A,3.0,,,3.0,0.0
SP100,3.0,,,1.0,2.0
MRPL15,3.0,,,1.0,2.0
MLF1,3.0,,,0.0,3.0
BRD3,3.0,,,1.0,2.0
UBL7,3.0,,,3.0,0.0
SNTB2,3.0,,,0.0,3.0
CENPH,3.0,,,0.0,3.0
SNRPG,3.0,,,1.0,2.0
CENPA,3.0,,,2.0,1.0
ITGB4,3.0,,,0.0,3.0
BUB1B,3.0,,,0.0,3.0
BUB3,3.0,,,0.0,3.0
ITPR3,3.0,,,2.0,1.0
BZW2,3.0,,,1.0,2.0
UBR5,3.0,,,0.0,3.0
WBP11,3.0,,,0.0,3.0
IVNS1ABP,3.0,,,1.0,2.0
SNRPB2,3.0,,,0.0,3.0
WASL,3.0,,,2.0,1.0
WASF1,3.0,,,1.0,2.0
CDKN2AIP,3.0,,,0.0,3.0
VWF,3.0,,,0.0,3.0
CDK6,3.0,,,2.0,1.0
C14orf1,3.0,,,0.0,3.0
SNIP1,3.0,,,2.0,1.0
C16orf70,3.0,,,3.0,0.0
C17orf59,3.0,,,2.0,1.0
C18orf8,3.0,,,2.0,1.0
KATNA1,3.0,,,1.0,2.0
VPS51,3.0,,,3.0,0.0
KCMF1,3.0,,,1.0,2.0
CDK19,3.0,,,2.0,1.0
SEC13,3.0,,,0.0,3.0
CEP135,3.0,,,3.0,0.0
MRPL13,3.0,,,1.0,2.0
SDF4,3.0,,,1.0,2.0
IL6R,3.0,,,2.0,1.0
MRPL11,3.0,,,1.0,2.0
MRPL10,3.0,,,1.0,2.0
MRPL1,3.0,,,0.0,3.0
MRE11A,3.0,,,0.0,3.0
ILKAP,3.0,,,0.0,3.0
IMMP1L,3.0,,,3.0,0.0
IMMP2L,3.0,,,3.0,0.0
MPST,3.0,,,2.0,1.0
UBE2N,3.0,,,0.0,3.0
IMPDH2,3.0,,,0.0,3.0
MPPE1,3.0,,,2.0,1.0
MPP1,3.0,,,0.0,3.0
SOD3,3.0,,,2.0,1.0
MOXD1,3.0,,,1.0,2.0
SCO1,3.0,,,0.0,3.0
MORF4L2,3.0,,,3.0,0.0
CEP57L1,3.0,,,0.0,3.0
CEP57,3.0,,,2.0,1.0
CEP44,3.0,,,2.0,1.0
SOCS2,3.0,,,2.0,1.0
SNX3,3.0,,,0.0,3.0
IPO9,3.0,,,0.0,3.0
CEP19,3.0,,,1.0,2.0
MMP14,3.0,,,1.0,2.0
SDCCAG3,3.0,,,2.0,1.0
BPIFA1,3.0,,,0.0,3.0
UBE2W,3.0,,,3.0,0.0
MLLT4,3.0,,,2.0,1.0
OTUD7B,3.0,,,1.0,2.0
CCDC13,3.0,,,1.0,2.0
PIBF1,3.0,,,2.0,1.0
EIF4H,3.0,,,0.0,3.0
TIAL1,3.0,,,0.0,3.0
PSMD11,3.0,,,1.0,2.0
TPTE2,3.0,,,3.0,0.0
RAD1,3.0,,,1.0,2.0
AIRE,3.0,,,2.0,1.0
POLR2E,3.0,,,0.0,3.0
PDP1,3.0,,,0.0,3.0
PITRM1,3.0,,,1.0,2.0
ABL2,3.0,,,1.0,2.0
RCN2,3.0,,,0.0,3.0
PRKD2,3.0,,,3.0,0.0
DLC1,3.0,,,1.0,2.0
PSMD7,3.0,,,0.0,3.0
ADA,3.0,,,2.0,1.0
POLR2G,3.0,,,1.0,2.0
FES,3.0,,,1.0,2.0
PNKP,3.0,,,1.0,2.0
CUEDC2,3.0,,,0.0,3.0
PSMB6,3.0,,,1.0,2.0
RIF1,3.0,,,0.0,3.0
FCGR2A,3.0,,,3.0,0.0
TOX4,3.0,,,0.0,3.0
PRPF40A,3.0,,,2.0,1.0
EIF4B,3.0,,,2.0,1.0
ADAMTS1,3.0,,,3.0,0.0
PEG10,3.0,,,1.0,2.0
DCC,3.0,,,3.0,0.0
FDPS,3.0,,,1.0,2.0
TCEB1,3.0,,,1.0,2.0
RBM23,3.0,,,1.0,2.0
PSMC6,3.0,,,0.0,3.0
TCEANC,3.0,,,0.0,3.0
AK3,3.0,,,0.0,3.0
FGFR1OP,3.0,,,2.0,1.0
TRIM26,3.0,,,1.0,2.0
ELAVL4,3.0,,,1.0,2.0
ANXA3,3.0,,,0.0,3.0
FHOD3,3.0,,,1.0,2.0
ESRP1,3.0,,,2.0,1.0
ELAVL2,3.0,,,2.0,1.0
RAVER1,3.0,,,0.0,3.0
AP1G1,3.0,,,0.0,3.0
PDCD10,3.0,,,0.0,3.0
POMT2,3.0,,,0.0,3.0
AHNAK,3.0,,,0.0,3.0
DUSP13,3.0,,,3.0,0.0
PKP2,3.0,,,0.0,3.0
ACTL6A,3.0,,,2.0,1.0
DCTN5,3.0,,,0.0,3.0
ZRANB2,3.0,,,0.0,3.0
PON2,3.0,paraoxonase 2,Tenuous,1.0,2.0
PIKFYVE,3.0,,,0.0,3.0
RAD50,3.0,,,0.0,3.0
POLRMT,3.0,,,0.0,3.0
CTNNBL1,3.0,,,0.0,3.0
ACTBL2,3.0,,,0.0,3.0
PSME1,3.0,,,1.0,2.0
PRDX4,3.0,,,0.0,3.0
EIF5A,3.0,,,0.0,3.0
DUSP19,3.0,,,1.0,2.0
RN7SL1,3.0,,,0.0,3.0
POLR3C,3.0,,,0.0,3.0
TMEM31,3.0,,,1.0,2.0
CTR9,3.0,,,0.0,3.0
DUSP18,3.0,,,2.0,1.0
RAD21,3.0,,,2.0,1.0
FGR,3.0,,,1.0,2.0
FH,3.0,,,1.0,2.0
TBL1XR1,3.0,,,0.0,3.0
TPD52L2,3.0,,,1.0,2.0
FBXW8,3.0,,,2.0,1.0
DCAF7,3.0,,,1.0,2.0
PEX14,3.0,,,3.0,0.0
ANKRD55,3.0,,,3.0,0.0
EXT2,3.0,,,2.0,1.0
EIF3D,3.0,,,0.0,3.0
TEX11,3.0,,,1.0,2.0
FAM9B,3.0,,,1.0,2.0
EIF3F,3.0,,,0.0,3.0
ANKHD1,3.0,,,0.0,3.0
AKAP8L,3.0,,,0.0,3.0
AKAP6,3.0,,,0.0,3.0
AMOT,3.0,,,1.0,2.0
PRRC2C,3.0,,,0.0,3.0
DENR,3.0,,,1.0,2.0
ZMYM2,3.0,,,2.0,1.0
TMEM33,3.0,,,0.0,3.0
PIR,3.0,,,3.0,0.0
RFX5,3.0,,,0.0,3.0
EIF3C,3.0,,,0.0,3.0
EIF2S3,3.0,,,0.0,3.0
TMEM63B,3.0,,,3.0,0.0
THOC3,3.0,,,0.0,3.0
PRPS2,3.0,,,1.0,2.0
RAB9A,3.0,,,2.0,1.0
FAM46A,3.0,,,1.0,2.0
TRIM29,3.0,,,3.0,0.0
TET2,3.0,,,3.0,0.0
EDEM1,3.0,,,3.0,0.0
REN,3.0,,,1.0,2.0
ZMYM4,3.0,,,1.0,2.0
ECM1,3.0,,,1.0,2.0
AKAP9,3.0,,,0.0,3.0
PRR20A,3.0,,,0.0,3.0
THOC2,3.0,,,0.0,3.0
TEKT4,3.0,,,2.0,1.0
TRIM33,3.0,,,2.0,1.0
EXOSC4,3.0,,,3.0,0.0
EIF3I,3.0,,,0.0,3.0
EXOSC10,3.0,,,1.0,2.0
PSMA7,3.0,,,1.0,2.0
FBXL5,3.0,,,2.0,1.0
PRKACB,3.0,,,1.0,2.0
FBXO11,3.0,,,2.0,1.0
PFKL,3.0,,,0.0,3.0
FBXO2,3.0,,,1.0,2.0
DIABLO,3.0,,,1.0,2.0
TRIM5,3.0,,,1.0,2.0
TPR,3.0,,,0.0,3.0
PSMB4,3.0,,,2.0,1.0
RHOXF2,3.0,,,0.0,3.0
TMOD3,3.0,,,1.0,2.0
PFDN2,3.0,,,0.0,3.0
PFAS,3.0,,,0.0,3.0
POLDIP3,3.0,,,0.0,3.0
RBM12B,3.0,,,0.0,3.0
DHX37,3.0,,,0.0,3.0
E2F8,3.0,,,1.0,2.0
E2F3,3.0,,,1.0,2.0
FAM207A,3.0,,,0.0,3.0
E2F7,3.0,,,1.0,2.0
RHBDD2,3.0,,,2.0,1.0
EXOC7,3.0,,,0.0,3.0
RAB1B,3.0,,,1.0,2.0
TCTN3,3.0,,,3.0,0.0
EIF3K,3.0,,,0.0,3.0
TMF1,3.0,,,1.0,2.0
ANKRD17,3.0,,,2.0,1.0
RAB1A,3.0,,,2.0,1.0
ZMIZ2,3.0,,,3.0,0.0
RAB14,3.0,,,2.0,1.0
RAB12,3.0,,,2.0,1.0
DYRK2,3.0,,,2.0,1.0
DCTN6,3.0,,,1.0,2.0
CTNNA1,3.0,,,0.0,3.0
POT1,3.0,,,2.0,1.0
FZD7,3.0,,,2.0,1.0
RNF40,3.0,,,2.0,1.0
RNF41,3.0,,,2.0,1.0
EPN2,3.0,,,1.0,2.0
TNK1,3.0,,,1.0,2.0
EPN1,3.0,,,1.0,2.0
TOM1,3.0,,,0.0,3.0
EPM2A,3.0,,,3.0,0.0
ZWINT,3.0,,,2.0,1.0
FXR1,3.0,,,3.0,0.0
RAI14,3.0,,,0.0,3.0
RNF8,3.0,,,2.0,1.0
PTPRB,3.0,,,2.0,1.0
PPIL1,3.0,,,1.0,2.0
CSNK2B,3.0,,,1.0,2.0
RBM8A,3.0,,,0.0,3.0
TMCO6,3.0,,,1.0,2.0
EPS15L1,3.0,,,2.0,1.0
PPP1R18,3.0,,,0.0,3.0
PARL,3.0,,,3.0,0.0
FKBP3,3.0,,,1.0,2.0
RBMXL1,3.0,,,0.0,3.0
TNFRSF25,3.0,,,2.0,1.0
ADSL,3.0,,,0.0,3.0
PPP2CB,3.0,,,2.0,1.0
PTPN12,3.0,,,1.0,2.0
ALDH3A2,3.0,,,0.0,3.0
RAB5A,3.0,,,3.0,0.0
PLEKHG4,3.0,,,1.0,2.0
TLE1,3.0,,,0.0,3.0
TOMM40,3.0,,,1.0,2.0
ALDH2,3.0,,,1.0,2.0
RNF26,3.0,,,1.0,2.0
TAF5,3.0,,,0.0,3.0
AGPAT5,3.0,,,0.0,3.0
DANCR,3.0,,,2.0,1.0
PARP10,3.0,,,2.0,1.0
ALDH1B1,3.0,,,0.0,3.0
EPB41L3,3.0,,,1.0,2.0
TPM2,3.0,,,0.0,3.0
DDX39B,3.0,,,1.0,2.0
DNASE2B,3.0,,,3.0,0.0
DDX39A,3.0,,,2.0,1.0
PTPRZ1,3.0,,,2.0,1.0
PTRF,3.0,,,1.0,2.0
TRAF3IP1,3.0,,,0.0,3.0
TOE1,3.0,,,0.0,3.0
DDX28,3.0,,,0.0,3.0
PRMT6,3.0,,,2.0,1.0
EGFL7,3.0,,,0.0,3.0
AARS,3.0,,,2.0,1.0
AQR,3.0,,,0.0,3.0
ENTPD6,3.0,,,0.0,3.0
PPP1R11,3.0,,,0.0,3.0
GABRA1,3.0,,,1.0,2.0
CSN1S1,3.0,,,1.0,2.0
EFNB3,3.0,,,2.0,1.0
EHHADH,3.0,,,3.0,0.0
TRO,3.0,,,0.0,3.0
PAIP2,3.0,,,1.0,2.0
RBM7,3.0,,,0.0,3.0
TRAF3IP2,3.0,,,1.0,2.0
RANGAP1,3.0,,,0.0,3.0
PTPRO,3.0,,,3.0,0.0
RBM47,3.0,,,2.0,1.0
PLIN1,3.0,,,2.0,1.0
DAOA,3.0,,,1.0,2.0
ZNF398,3.0,,,1.0,2.0
EPDR1,3.0,,,0.0,3.0
TGFBR2,3.0,,,1.0,2.0
RAB5C,3.0,,,3.0,0.0
TALDO1,3.0,,,0.0,3.0
TMEM41B,3.0,,,3.0,0.0
FMNL1,3.0,,,2.0,1.0
PQBP1,3.0,,,1.0,2.0
TRA2A,3.0,,,0.0,3.0
ABCC1,3.0,,,0.0,3.0
TMEM30A,3.0,,,2.0,1.0
CTBP1,3.0,,,1.0,2.0
CTBP2,3.0,,,2.0,1.0
CTAG1A,3.0,,,0.0,3.0
ALG2,3.0,,,1.0,2.0
PRPF3,3.0,,,0.0,3.0
FLYWCH2,3.0,,,0.0,3.0
PRKRIR,3.0,,,0.0,3.0
PLCB2,3.0,,,1.0,2.0
PTCD1,3.0,,,0.0,3.0
CTDNEP1,3.0,,,2.0,1.0
RAPH1,3.0,,,1.0,2.0
DEFA1,3.0,,,2.0,1.0
PLCB1,3.0,,,1.0,2.0
PTGDS,3.0,,,1.0,2.0
EEF1B2,3.0,,,1.0,2.0
PPP6R3,3.0,,,1.0,2.0
PRKRA,3.0,,,1.0,2.0
FLII,3.0,,,0.0,3.0
PLA2G10,3.0,,,3.0,0.0
FLI1,3.0,,,3.0,0.0
AP2A2,3.0,,,0.0,3.0
QPCT,3.0,,,3.0,0.0
RNF115,3.0,,,1.0,2.0
ABCF1,3.0,,,1.0,2.0
ZUFSP,3.0,,,3.0,0.0
RAPGEF2,3.0,,,2.0,1.0
PTK2B,3.0,,,1.0,2.0
PTK6,3.0,,,1.0,2.0
RAP1GDS1,3.0,,,2.0,1.0
FOXO3,3.0,,,1.0,2.0
FAM127B,3.0,,,2.0,1.0
PPP2R2C,3.0,,,2.0,1.0
AP1M1,3.0,,,2.0,1.0
FOXO1,3.0,,,0.0,3.0
TMX1,3.0,,,1.0,2.0
ADRBK1,3.0,,,1.0,2.0
DDAH1,3.0,,,1.0,2.0
TOMM70A,3.0,,,1.0,2.0
PYCARD,3.0,,,2.0,1.0
TFAP4,3.0,,,3.0,0.0
ACTN2,3.0,,,0.0,3.0
API5,3.0,,,1.0,2.0
FOXG1,3.0,,,0.0,3.0
FAM127C,3.0,,,0.0,3.0
TRIM24,3.0,,,2.0,1.0
RASD1,3.0,,,1.0,2.0
TFIP11,3.0,,,0.0,3.0
TRIM68,3.0,,,1.0,2.0
DHCR24,3.0,,,0.0,3.0
AHCY,3.0,,,0.0,3.0
EHMT2,3.0,,,3.0,0.0
OXCT1,3.0,,,2.0,1.0
FAM136A,3.0,,,1.0,2.0
APAF1,3.0,,,0.0,3.0
FAM174A,3.0,,,2.0,1.0
PRKG1,2.0,,,2.0,0.0
ZNF609,2.0,,,0.0,2.0
MICU1,2.0,,,0.0,2.0
SEC24D,2.0,,,0.0,2.0
SEC24A,2.0,,,0.0,2.0
MINOS1-NBL1,2.0,,,0.0,2.0
MGST1,2.0,,,0.0,2.0
C1orf106,2.0,,,2.0,0.0
MID1,2.0,,,1.0,1.0
C1QTNF2,2.0,,,1.0,1.0
MIA3,2.0,,,1.0,1.0
MICU2,2.0,,,0.0,2.0
VPS35,2.0,,,0.0,2.0
PRMT3,2.0,,,2.0,0.0
C1QTNF4,2.0,,,1.0,1.0
PRKD1,2.0,,,2.0,0.0
MIB2,2.0,,,1.0,1.0
PRG2,2.0,,,2.0,0.0
ADAMTS10,2.0,,,0.0,2.0
PRKCE,2.0,,,2.0,0.0
ADSS,2.0,,,1.0,1.0
MLX,2.0,,,0.0,2.0
PPP2R1B,2.0,,,1.0,1.0
PPP2R2A,2.0,,,1.0,1.0
MLH1,2.0,,,1.0,1.0
MLF2,2.0,,,0.0,2.0
WDR4,2.0,,,0.0,2.0
SDHC,2.0,,,0.0,2.0
MKS1,2.0,,,1.0,1.0
ZNF444,2.0,,,0.0,2.0
PPP2R5D,2.0,,,0.0,2.0
PPP3CA,2.0,,,0.0,2.0
BRD8,2.0,,,0.0,2.0
BRE,2.0,,,2.0,0.0
WDR35,2.0,,,0.0,2.0
PPP4R1,2.0,,,0.0,2.0
BRINP1,2.0,,,1.0,1.0
WDR45,2.0,,,0.0,2.0
BOLA2B,2.0,,,0.0,2.0
PPP1R7,2.0,,,0.0,2.0
RAI2,2.0,,,1.0,1.0
AFTPH,2.0,,,0.0,2.0
SCN3B,2.0,,,1.0,1.0
AFG3L2,2.0,,,0.0,2.0
MORF4L1,2.0,,,1.0,1.0
WDR48,2.0,,,1.0,1.0
SCRN2,2.0,,,2.0,0.0
PPP1R13B,2.0,,,2.0,0.0
MOB1B,2.0,,,0.0,2.0
AEN,2.0,,,0.0,2.0
SCUBE2,2.0,,,1.0,1.0
MNS1,2.0,,,1.0,1.0
BNIP3L,2.0,,,2.0,0.0
BOLA2,2.0,,,0.0,2.0
MMRN1,2.0,,,2.0,0.0
MMP3,2.0,,,2.0,0.0
SDC1,2.0,,,2.0,0.0
ADPGK,2.0,,,0.0,2.0
BRIP1,2.0,,,0.0,2.0
ZNF451,2.0,,,2.0,0.0
PRKAR1B,2.0,,,0.0,2.0
C12orf10,2.0,,,2.0,0.0
VWC2,2.0,,,0.0,2.0
PRKAA1,2.0,,,1.0,1.0
PRKAA2,2.0,,,1.0,1.0
ADCK3,2.0,,,0.0,2.0
C16orf45,2.0,,,1.0,1.0
PRKAR1A,2.0,,,1.0,1.0
C17orf89,2.0,,,2.0,0.0
C11orf54,2.0,,,0.0,2.0
C19orf10,2.0,,,2.0,0.0
VPS72,2.0,,,0.0,2.0
RABGAP1,2.0,,,0.0,2.0
RABEP1,2.0,,,1.0,1.0
C19orf53,2.0,,,0.0,2.0
VPS4B,2.0,,,0.0,2.0
ADAMTS9-AS2,2.0,,,1.0,1.0
C11orf58,2.0,,,1.0,1.0
C11orf30,2.0,,,1.0,1.0
PPP6R1,2.0,,,0.0,2.0
BUD13,2.0,,,0.0,2.0
PPP6R2,2.0,,,0.0,2.0
BTF3,2.0,,,0.0,2.0
WBSCR22,2.0,,,0.0,2.0
PPTC7,2.0,,,1.0,1.0
SEC22A,2.0,,,0.0,2.0
PRAM1,2.0,,,0.0,2.0
ZNF488,2.0,,,0.0,2.0
PRB1,2.0,,,1.0,1.0
WAPAL,2.0,,,1.0,1.0
BZW1,2.0,,,1.0,1.0
PRCC,2.0,,,0.0,2.0
WBP2,2.0,,,1.0,1.0
ZNF513,2.0,,,0.0,2.0
ADCY6,2.0,,,0.0,2.0
WBP1,2.0,,,2.0,0.0
PRDX3,2.0,,,0.0,2.0
MFSD11,2.0,,,0.0,2.0
OTX2,2.0,,,0.0,2.0
MFHAS1,2.0,,,2.0,0.0
PTPLAD1,2.0,,,0.0,2.0
LYN,2.0,,,0.0,2.0
LYAR,2.0,,,0.0,2.0
SH3BP5,2.0,,,1.0,1.0
LUZP1,2.0,,,0.0,2.0
LUC7L2,2.0,,,0.0,2.0
CASP6,2.0,,,2.0,0.0
LTV1,2.0,,,0.0,2.0
CASP7,2.0,,,1.0,1.0
SH3RF1,2.0,,,1.0,1.0
SH3YL1,2.0,,,2.0,0.0
SHARPIN,2.0,,,1.0,1.0
PTMA,2.0,,,2.0,0.0
LSM6,2.0,,,0.0,2.0
LSM4,2.0,,,1.0,1.0
PYCRL,2.0,,,0.0,2.0
LSM14B,2.0,,,0.0,2.0
PTP4A2,2.0,,,0.0,2.0
CASR,2.0,,,1.0,1.0
LSM11,2.0,,,0.0,2.0
LSM10,2.0,,,0.0,2.0
PTPDC1,2.0,,,0.0,2.0
ZSWIM8,2.0,,,0.0,2.0
SH3BP2,2.0,,,0.0,2.0
CASP14,2.0,,,0.0,2.0
ABCG8,2.0,,,2.0,0.0
ABHD17C,2.0,,,0.0,2.0
PSORS1C2,2.0,,,0.0,2.0
MAGT1,2.0,,,0.0,2.0
MAGED2,2.0,,,1.0,1.0
CARM1,2.0,,,0.0,2.0
MAGEB2,2.0,,,0.0,2.0
PSRC1,2.0,,,1.0,1.0
CARS,2.0,,,0.0,2.0
ABHD10,2.0,,,0.0,2.0
MAFG,2.0,,,1.0,1.0
SH2D1B,2.0,,,0.0,2.0
SGMS1,2.0,,,0.0,2.0
MAFB,2.0,,,2.0,0.0
SGOL1,2.0,,,2.0,0.0
MAEL,2.0,,,2.0,0.0
ABCF2,2.0,,,1.0,1.0
CASC4,2.0,,,0.0,2.0
MAD1L1,2.0,,,0.0,2.0
LZIC,2.0,,,0.0,2.0
ZSCAN21,2.0,,,0.0,2.0
LSM1,2.0,,,1.0,1.0
ABCB7,2.0,,,0.0,2.0
MFF,2.0,,,0.0,2.0
CAV3,2.0,,,2.0,0.0
CBX8,2.0,,,1.0,1.0
LPAR6,2.0,,,2.0,0.0
PVRIG,2.0,,,2.0,0.0
LPAR2,2.0,,,0.0,2.0
LPAR1,2.0,,,2.0,0.0
CC2D1A,2.0,,,0.0,2.0
SIN3B,2.0,,,1.0,1.0
SIRPA,2.0,,,2.0,0.0
PTPRR,2.0,,,0.0,2.0
SIRT2,2.0,,,1.0,1.0
PUS7,2.0,,,0.0,2.0
USP34,2.0,,,2.0,0.0
SIX5,2.0,,,0.0,2.0
PTPRU,2.0,,,1.0,1.0
SKA3,2.0,,,1.0,1.0
USP33,2.0,,,0.0,2.0
ZXDC,2.0,,,0.0,2.0
LMO2,2.0,,,2.0,0.0
LMO1,2.0,,,2.0,0.0
LMNB1,2.0,lamin B1,Moderate evidence,0.0,2.0
A2ML1,2.0,,,0.0,2.0
TNS1,2.0,,,0.0,2.0
AASDHPPT,2.0,,,0.0,2.0
PTPRH,2.0,,,1.0,1.0
SIAH2,2.0,,,0.0,2.0
SHC3,2.0,,,0.0,2.0
ABCB1,2.0,,,1.0,1.0
SHC4,2.0,,,0.0,2.0
PTPN18,2.0,,,2.0,0.0
ABCA2,2.0,,,0.0,2.0
LRRC47,2.0,,,1.0,1.0
SIAH1,2.0,,,1.0,1.0
LRP8,2.0,,,1.0,1.0
CBX1,2.0,,,0.0,2.0
LRP11,2.0,,,0.0,2.0
LPXN,2.0,,,2.0,0.0
PTPN21,2.0,,,1.0,1.0
PTPN23,2.0,,,0.0,2.0
PVRL4,2.0,,,2.0,0.0
LRIG2,2.0,,,0.0,2.0
CBX2,2.0,,,2.0,0.0
AASS,2.0,,,0.0,2.0
PTPRD,2.0,,,2.0,0.0
PTPRF,2.0,,,1.0,1.0
LRBA,2.0,,,1.0,1.0
PSME3,2.0,,,1.0,1.0
SFTPC,2.0,,,0.0,2.0
UST,2.0,,,2.0,0.0
SFN,2.0,,,1.0,1.0
C4orf17,2.0,,,1.0,1.0
MCM7,2.0,,,1.0,1.0
MCM6,2.0,,,0.0,2.0
MCM4,2.0,,,0.0,2.0
RAB39B,2.0,,,1.0,1.0
VEGFC,2.0,,,2.0,0.0
SERPINE1,2.0,,,2.0,0.0
SERPINF1,2.0,,,1.0,1.0
PRPSAP1,2.0,,,0.0,2.0
PRPSAP2,2.0,,,0.0,2.0
PRR12,2.0,,,0.0,2.0
MPG,2.0,,,2.0,0.0
RAB35,2.0,,,0.0,2.0
MBNL1,2.0,,,1.0,1.0
C8orf33,2.0,,,0.0,2.0
RAB2A,2.0,,,1.0,1.0
PRR4,2.0,,,2.0,0.0
ACSL3,2.0,,,0.0,2.0
ACSF2,2.0,,,0.0,2.0
MBD1,2.0,,,1.0,1.0
MB21D1,2.0,,,2.0,0.0
C4A,2.0,,,1.0,1.0
MDK,2.0,,,2.0,0.0
VIPR2,2.0,,,2.0,0.0
MED7,2.0,,,0.0,2.0
PROCR,2.0,,,1.0,1.0
METAP2,2.0,,,0.0,2.0
SEMA4G,2.0,,,0.0,2.0
RAB5B,2.0,,,0.0,2.0
SENP2,2.0,,,2.0,0.0
MELK,2.0,,,2.0,0.0
PROSC,2.0,,,1.0,1.0
RAB3IL1,2.0,,,2.0,0.0
SENP7,2.0,,,0.0,2.0
C20orf24,2.0,,,1.0,1.0
VKORC1,2.0,,,1.0,1.0
SEPW1,2.0,,,0.0,2.0
MED27,2.0,,,1.0,1.0
C21orf2,2.0,,,1.0,1.0
MED21,2.0,,,1.0,1.0
C21orf33,2.0,,,2.0,0.0
ZNF670,2.0,,,0.0,2.0
VPS13B,2.0,,,0.0,2.0
MED13,2.0,,,0.0,2.0
MDN1,2.0,,,0.0,2.0
MAX,2.0,,,1.0,1.0
PRRG4,2.0,,,1.0,1.0
CA2,2.0,,,0.0,2.0
MAP3K1,2.0,,,2.0,0.0
PSMD13,2.0,,,1.0,1.0
ZNRF4,2.0,,,2.0,0.0
MAP7D3,2.0,,,0.0,2.0
PSMD6,2.0,,,1.0,1.0
MAP7,2.0,,,0.0,2.0
ABI3,2.0,,,2.0,0.0
VAMP1,2.0,,,1.0,1.0
CAMK2D,2.0,,,2.0,0.0
UTRN,2.0,,,0.0,2.0
CAPN1,2.0,,,1.0,1.0
MAPK10,2.0,,,2.0,0.0
MAP2K3,2.0,,,1.0,1.0
MAP2K2,2.0,,,2.0,0.0
UTP23,2.0,,,0.0,2.0
MAP1S,2.0,,,1.0,1.0
CAPNS1,2.0,,,1.0,1.0
CAPZA1,2.0,,,1.0,1.0
PSME2,2.0,,,1.0,1.0
MAP1A,2.0,,,0.0,2.0
MAOA,2.0,,,2.0,0.0
CALML5,2.0,,,0.0,2.0
ZNHIT1,2.0,,,1.0,1.0
PRSS3,2.0,,,0.0,2.0
MAPRE2,2.0,,,0.0,2.0
MAT2A,2.0,,,0.0,2.0
MAST1,2.0,,,1.0,1.0
MASP1,2.0,,,0.0,2.0
MARK4,2.0,,,2.0,0.0
CA8,2.0,,,2.0,0.0
PRUNE2,2.0,,,1.0,1.0
ACE2,2.0,,,2.0,0.0
ACBD5,2.0,,,0.0,2.0
ACBD4,2.0,,,0.0,2.0
SETX,2.0,senataxin,Tenuous,1.0,1.0
MAPK11,2.0,,,2.0,0.0
SEZ6,2.0,,,1.0,1.0
CACNG2,2.0,,,2.0,0.0
CACNG5,2.0,,,2.0,0.0
SEZ6L,2.0,,,2.0,0.0
PSMB5,2.0,,,0.0,2.0
